titulo,data,resumo,link,operações,UF
 OS que comanda hospital de Campinas era presidida por atual presidente de companhia de Saneamento ,28/03/2019,"Situação fere a Lei Orgânica do Município e denúncia está sendo apurada pelo Grupo Atuação Especial de Combate ao Crime Organizado (Gaeco), do Ministério Público",https://www.ataqueaoscofrespublicos.com/noticias/os-que-comanda-hospital-de-campinas-era-presidida-por-atual-presidente-de-companhia-de-saneamento/,,
" Após anos de danos aos cofres públicos, OS Iabas finalmente fica proibida de firmar contratos no Rio ",28/03/2019,A OS administrava as UPAs de Costa Barros e Madureira e cometeu uma série de irregularidades consideradas graves na prestação dos serviços,https://www.ataqueaoscofrespublicos.com/noticias/apos-anos-de-danos-aos-cofres-publicos-os-iabas-finalmente-fica-proibida-de-firmar-contratos-no-rio/,,RJ;SP
 Justiça obriga Instituto Gerir a quitar salários atrasados ,27/03/2019,Empresa está recebendo os repasses em dia do Estado e não está repassando para pagamento de funcionários e fornecedores,https://www.ataqueaoscofrespublicos.com/noticias/justica-obriga-instituto-gerir-quitar-salarios-atrasados/,,PB
 UPA Central de Santos: médica é afastada após ofender paciente de 12 anos ,27/03/2019,"Além de comentário de cunho racista relatado pela mãe, médica também chamou pacientes de ‘galinhada’. Unidade é terceirizada para a FUABC",https://www.ataqueaoscofrespublicos.com/noticias/upa-central-de-santos-medica-e-afastada-apos-ofender-paciente-de-12-anos/,,SP
 Tribunal de contas julga irregular contrato celebrado entre Mauá e Fundação do ABC ,25/03/2019,OS tem problemas com a corte de contas e com a Justiça em diversos municípios onde foi contratada para gerenciar hospitais e serviços de saúde,https://www.ataqueaoscofrespublicos.com/noticias/tribunal-de-contas-julga-irregular-contrato-celebrado-entre-maua-e-fundacao-do-abc/,,SP
 Governo reafirma que não quer uma OS na orquestra e anuncia concurso para músicos ,22/03/2019,Mas segue investindo milhões no modelo falho e arriscado na Saúde,https://www.ataqueaoscofrespublicos.com/noticias/governo-reafirma-que-nao-quer-uma-os-na-orquestra-e-anuncia-concurso-para-musicos/,,
 Tão podre é o sistema de gestão por OSs que até deputada tucana defende o fim das terceirizações ,22/03/2019,"“Essa forma de gestão já nasceu contaminada. É evidente que ela foi criada com o intuito de desviar dinheiro público, para enriquecer pessoas”, disparou a parlamentar da Paraíba",https://www.ataqueaoscofrespublicos.com/noticias/tao-podre-e-o-sistema-de-gestao-por-oss-que-ate-deputada-tucana-defende-o-fim-das-terceirizacoes/,Operação Calvário,PB;RJ
 OS na Saúde: Prefeito de Mairinque é condenado por improbidade administrativa e pode perder o mandato ,22/03/2019,Alexandre Peixinho contratou uma associação beneficente para prestar atendimentos no pronto atendimento da cidade sem licitação pública,https://www.ataqueaoscofrespublicos.com/noticias/os-na-saude-prefeito-de-mairinque-e-condenado-por-improbidade-administrativa-e-pode-perder-o-mandato/,,SP
 MT decreta Emergência na Saúde e suspende todos os contratos de terceirização ,22/03/2019,O governo justifica que houve o descumprimento de metas e obrigações pactuadas no modelo de gestão por Organizações Sociais (OSs) adotado no passado pelo estado para gestão dos hospitais regionais.,https://www.ataqueaoscofrespublicos.com/noticias/mt-decreta-emergencia-na-saude-e-suspende-todos-os-contratos-de-terceirizacao/,,MT
" Paciente morre após ser tratado como ‘batata quente’ em Santos, acusam parentes ",22/03/2019,"Em 43 dias de martírio, o ajudante geral Edson Esmelri passou de um serviço para o outro sem receber tratamento que atacasse o problema que causou sua morte. ",https://www.ataqueaoscofrespublicos.com/noticias/paciente-morre-apos-ser-tratado-como-batata-quente-em-santos-acusam-parentes/,,SP
 Instituto Gerir descumpre obrigações trabalhistas e MPT pede suspensão de repasses ,21/03/2019,"Empregados do Hospital Regional Dr. José Simone Netto, em Ponta Porã, ainda não receberam salário de fevereiro; Secretaria comunicou que afastou a entidade da gestão ",https://www.ataqueaoscofrespublicos.com/noticias/instituto-gerir-descumpre-obrigacoes-trabalhistas-e-mpt-pede-suspensao-de-repasses/,,MT;MS
 Operação da PF apura fraudes e desvio de OSs da Saúde em Salvador ,20/03/2019,Contratações fictícias e superfaturamentos causaram rombo de R$ 10 milhões na rede municipal,https://www.ataqueaoscofrespublicos.com/noticias/operacao-da-pf-apura-fraudes-e-desvio-de-oss-da-saude-em-salvador/,Operação Kepler;Operação “Copérnico”,BA
" Além do calor infernal, SPDM deixa faltar até roupa de cama no Hospital Irmã Dulce ",20/03/2019,Reportagem do Jornal A Tribuna mostra drama de pacientes e acompanhantes no Hospital terceirizado para a organização social que mais fatura no Estado,https://www.ataqueaoscofrespublicos.com/noticias/alem-do-calor-infernal-spdm-deixa-faltar-ate-roupa-de-cama-no-hospital-irma-dulce/,,
 Escândalo das OSs na Paraíba: Secretária de Administração recebe nova voz de prisão ,19/03/2019,Livânia Farias é acusada de comprar casa e carros com propina desviada por meio da OS Cruz Vermelha,https://www.ataqueaoscofrespublicos.com/noticias/escandalo-das-oss-na-paraiba-secretaria-de-administracao-recebe-nova-voz-de-prisao/,Operação Calvário I;Operação Calvário As;Operação Calvário,PB;RS
 E a rescisão? Ex-funcionários de OS de Guarujá estão tomando calote da gestora ,19/03/2019,"Por causa da demora, os demitidos perderam prazo para dar entrada no seguro-desemprego",https://www.ataqueaoscofrespublicos.com/noticias/e-rescisao-ex-funcionarios-de-os-de-guaruja-estao-tomando-calote-da-gestora/,,
 Estado agora garante só metade do dinheiro para o Hospital dos Estivadores de Santos ,19/03/2019,"A Secretaria de Estado da Saúde informou que vai repassar R$ 54 milhões em 2019 para a Prefeitura pagar a OS que terceiriza a gestão; convênio anterior,  assinado pelo ex-governador Márcio França, previa bem mais: R$ 99,7 milhões",https://www.ataqueaoscofrespublicos.com/noticias/estado-agora-garante-so-metade-do-dinheiro-para-o-hospital-dos-estivadores-de-santos/,,SP
 Hospital dos Estivadores sem receber novos pacientes? ,19/03/2019,"Segundo vereadores, o Hospital estaria com alguns setores sem atender casos novos e haveria profissionais com pagamento atrasado",https://www.ataqueaoscofrespublicos.com/noticias/hospital-dos-estivadores-sem-receber-novos-pacientes/,,SP
 Pró-Vida ou Pró-Morte? Mais um caso suspeito de negligência em UPA terceirizada ,15/03/2019,"Segundo familiares da criança, médicos e enfermeiras do antigo PAM Rodoviária, em Guarujá, gerido pela OS, foram negligentes em relação ao atendimento.",https://www.ataqueaoscofrespublicos.com/noticias/pro-vida-ou-pro-morte-mais-um-caso-suspeito-de-negligencia-em-upa-terceirizada/,,SP
 Operação Calvário: secretária que acusada de receber propina de OS é alvo de mandado de busca e apreensão ,14/03/2019,"MP esteve na casa da secretária de administração da Paraíba, citada por ter comprado uma casa com dinheiro desviado da Saúde, via OS Cruz Vermelha",https://www.ataqueaoscofrespublicos.com/noticias/operacao-calvario-secretaria-que-acusada-de-receber-propina-de-os-e-alvo-de-mandado-de-busca-e-apreensao/,Operação Calvário,PB;RJ;SP
 OSs na Saúde: MP abre nova investigação contra o ex-prefeito de Mococa e levanta prejuízo de 5 milhões de reais ,13/03/2019,"Organização Social InSaúde, envolvida no caso, já havia tido bens bloqueados, acusada de ser uma entidade de fachada, criada apenas para servir aos desvios de recursos públicos da Prefeitura",https://www.ataqueaoscofrespublicos.com/noticias/oss-na-saude-mp-abre-nova-investigacao-contra-o-ex-prefeito-de-mococa-e-levanta-prejuizo-de-5-milhoes-de-reais/,Operação Ouro Verde,SP
 OSs na Saúde: MP abre nova investigação contra o ex-prefeito de Mococa e apura prejuízo de R$ 5 milhões ,13/03/2019,"Organização Social InSaúde, envolvida no caso, já havia tido bens bloqueados, acusada de ser uma entidade de fachada, criada apenas para servir aos desvios de recursos públicos da Prefeitura",https://www.ataqueaoscofrespublicos.com/noticias/oss-na-saude-mp-abre-nova-investigacao-contra-o-ex-prefeito-de-mococa-e-apura-prejuizo-de-r-5-milhoes/,Operação Ouro Verde,SP
" Pacientes gravam baratas passeando em UPA terceirizada pela SPDM, no Rio ",13/03/2019,"Funcionários da UPA João XXIII, em Santa Cruz, dizem que problema começou depois que alguns buracos se abriram no chão; Hospital Pedro II também sofre com sujeira e presença de moscas.",https://www.ataqueaoscofrespublicos.com/noticias/pacientes-gravam-baratas-passeando-em-upa-terceirizada-pela-spdm-no-rio/,,RJ
" Secretária comprou casa com propina da OS Cruz Vermelha, acusa ex-assessor ",12/03/2019,"Imóvel, comprado com dinheiro desviado da saúde do Estado, custou R$ 400 mil e foi pago em duas vezes",https://www.ataqueaoscofrespublicos.com/noticias/secretaria-comprou-casa-com-propina-da-os-cruz-vermelha-acusa-ex-assessor/,Operação Calvário,PB
 Mais uma morte com suspeita de negligência na UPA Central de Santos ,11/03/2019,"“Aquele lugar é um matadouro”, diz irmã de paciente atendida na unidade terceirizada pela FUABC",https://www.ataqueaoscofrespublicos.com/noticias/mais-uma-morte-com-suspeita-de-negligencia-na-upa-central-de-santos/,,SP
 ONG que embolsou grana da Educação de Cubatão tinha parente de secretário ,11/03/2019,"Além disso, segundo o Tribunal de Contas, a Ebenezer cometeu uma série de irregularidades no uso do dinheiro repassado por meio de um convênio firmado em 2012 com a Prefeitura",https://www.ataqueaoscofrespublicos.com/noticias/ong-que-embolsou-grana-da-educacao-de-cubatao-tinha-parente-de-secretario/,,SP
 Mais uma na UPA de Santos: Médicos confundem meningite com sinusite e família classifica como descaso ,09/03/2019,"Com fortes dores e depois de ser levado duas vezes à unidade terceirizada pela FUABC, o garoto foi diagnosticado com a real doença na Santa Casa, onde permanece internado ",https://www.ataqueaoscofrespublicos.com/noticias/mais-uma-na-upa-de-santos-medicos-confundem-meningite-com-sinusite-e-familia-classifica-como-descaso/,,SP
" Após desvio de R$ 2 milhões em OS gestora do Miguel Arraes, MPF cobra transparência nas OS da saúde do Estado ",08/03/2019,Fundação Imip é a Organização Social de Saúde envolvida em investigações de fraudes com dinheiro do SUS,https://www.ataqueaoscofrespublicos.com/noticias/apos-desvio-de-r-2-milhoes-em-os-gestora-do-miguel-arraes-mpf-cobra-transparencia-nas-os-da-saude-do-estado/,,PE
 Nós já sabíamos: OS Pró-Saúde protagoniza esquema de corrupção com direito a padre envolvido em fraudes ,07/03/2019,Delação de um ex-padre e depoimentos oficiais do próprio ex-governador fluminense Sérgio Cabral revelam os desvios gigantescos da Saúde,https://www.ataqueaoscofrespublicos.com/noticias/nos-ja-sabiamos-os-pro-saude-protagoniza-esquema-de-corrupcao-com-direito-padre-envolvido-em-fraudes/,,RJ;PA
 Organização Social que administra vários hospitais públicos é delatada por Sérgio Cabral ,28/02/2019,"OS ligada à Igreja Católica, a Pró-Saúde é a mesma empresa que depenou o Hospital Municipal de Cubatão na gestão da ex-prefeita Márcia Rosa",https://www.ataqueaoscofrespublicos.com/noticias/organizacao-social-que-administra-varios-hospitais-publicos-e-delatada-por-sergio-cabral/,,RJ;ES;GO;PA;PR;SP;TO
 UPA da ZN ficou sem oxigênio e alguns casos atendidos pelo SAMU tiveram que ser encaminhados para a UPA Central ,28/02/2019,"Unidade foi inaugurada há dez dias e já é alvo de insatisfação entre os usuários; gestora é a mesma que atua em PG, onde o Hospital Irmã Dulce segue sem ar-condicionado e sem cirurgias eletivas",https://www.ataqueaoscofrespublicos.com/noticias/upa-da-zn-ficou-sem-oxigenio-e-alguns-casos-atendidos-pelo-samu-tiveram-que-ser-encaminhados-para-upa-central/,,
" Com repasse de R$ 12 milhões/mês, OS do Irmã Dulce vai ganhar dinheiro extra para climatização ",27/02/2019,Reportagem anterior já havia alertado que hospital corre sérios riscos de incêndio,https://www.ataqueaoscofrespublicos.com/noticias/com-repasse-de-r-12-milhoesmes-os-do-irma-dulce-vai-ganhar-dinheiro-extra-para-climatizacao/,,
 UPA da ZN: Conselho Municipal de Saúde reprova contratação da SPDM e vai ao MP questionar falhas na publicização ,27/02/2019,"Segundo parecer do órgão, Conselho foi excluído do processo e a Organização Social escolhida, com centenas de ações na Justiça nas costas, não é uma boa escolha para a UPA",https://www.ataqueaoscofrespublicos.com/noticias/upa-da-zn-conselho-municipal-de-saude-reprova-contratacao-da-spdm-e-vai-ao-mp-questionar-falhas-na-publicizacao/,,
 4ª fase da Operação Maus Caminhos tem 21 denunciados e plano para dominar setor penitenciário descoberto ,26/02/2019,"Entre denunciados por desvios gigantes à saúde, está o ex-deputado federal Sabino Castelo Branco e Murad Aziz, irmão do ex-governador do estado, Omar Aziz.",https://www.ataqueaoscofrespublicos.com/noticias/4a-fase-da-operacao-maus-caminhos-tem-21-denunciados-e-plano-para-dominar-setor-penitenciario-descoberto/,Operação Maus Caminhos,AM;MT;MS
 OSs que administram dois PSs em Barueri são denunciadas por fraude trabalhista ,26/02/2019,"Ao todo, 19 técnicos em radiologia foram afetados. Alguns chegavam a fazer o dobro da carga horária estipulada por lei, o que pode causar danos à saúde ",https://www.ataqueaoscofrespublicos.com/noticias/oss-que-administram-dois-pss-em-barueri-sao-denunciadas-por-fraude-trabalhista/,,SP
" FUABC é condenada a devolver R$ 2,3 milhões em Bertioga ",25/02/2019,"Dinheiro embolsado irregularmente foi nos de 2010, 2012, 2013 e 2014; entidade é a mesma que gerencia de forma caótica a UPA Central de Santos",https://www.ataqueaoscofrespublicos.com/noticias/fuabc-e-condenada-devolver-r-23-milhoes-em-bertioga/,,
 OS que pagava supersalários não aceita reduzir contrato e deixa gestão ,22/02/2019,Apenas 15 funcionários do Hospital de Urgências de Anápolis consomem R$ 230 mil da folha de pagamento mensal,https://www.ataqueaoscofrespublicos.com/noticias/os-que-pagava-supersalarios-nao-aceita-reduzir-contrato-e-deixa-gestao/,,GO;MT
 TCE julga irregular prestação de contas da prefeitura e OS que administrou hospital em Campo Limpo Paulista ,22/02/2019,"Segundo o Tribunal de Contas, houve falhas no controle de despesa e falta de apresentação de documentos originais. Assessoria da Pró-Saúde informou que vai recorrer da decisão.",https://www.ataqueaoscofrespublicos.com/noticias/tce-julga-irregular-prestacao-de-contas-da-prefeitura-e-os-que-administrou-hospital-em-campo-limpo-paulista/,,SP
 Caso Ouro Verde: Vereador pede afastamento do Prefeito de Campinas por corrupção via OS ,21/02/2019,Comissão Processante que  investiga Jonas Donizette (PSB) das acusações de envolvimento em casos de corrupção via Vitale Saúde entrega relatório final nesta segunda (25).,https://www.ataqueaoscofrespublicos.com/noticias/caso-ouro-verde-vereador-pede-afastamento-do-prefeito-de-campinas-por-corrupcao-via-os/,,SP
" Gerido por OSs, Hospital de Sinop sofre 2ª intervenção em quatro anos e prova que modelo de gestão não presta ",20/02/2019,"Juiz dá 15 dias para formar comissão para que apure rombo provocado pelo Instituto Gerir, última OS que arrasou com a administração do serviço",https://www.ataqueaoscofrespublicos.com/noticias/gerido-por-oss-hospital-de-sinop-sofre-2a-intervencao-em-quatro-anos-e-prova-que-modelo-de-gestao-nao-presta/,,MT;SP
 Investigação de esquema que desviou R$ 15 milhões do Municipal vai à Justiça ,20/02/2019,"Ministério Público fez denúncia contra ex-diretores do teatro paulistano, que poderão virar réus",https://www.ataqueaoscofrespublicos.com/noticias/investigacao-de-esquema-que-desviou-r-15-milhoes-do-municipal-vai-justica/,,SP
 Grupo mantinha entidades de fachada e teria embolsado mais de R$ 400 milhões em contratos fraudulentos com Sesi ,19/02/2019,"Operação Fantoche, da Polícia Federal, prende presidentes da CNI e Federações de Indústria; grupo empresarial é acusado de fraudar por 17 anos convênios com Turismo e Sistema S",https://www.ataqueaoscofrespublicos.com/noticias/grupo-mantinha-entidades-de-fachada-e-teria-embolsado-mais-de-r-400-milhoes-em-contratos-fraudulentos-com-sesi/,Operação Fantoche,AL;DF;MS;MG;PB;PE;SP
 Instituto Gerir sofre intervenção também em Mato Grosso do Sul ,19/02/2019,"Após investigações em Goiás, em Mato Grosso e problemas em cidades paulistas, organização social também está sendo acompanhada em Ponta Porã (MS)",https://www.ataqueaoscofrespublicos.com/noticias/instituto-gerir-sofre-intervencao-tambem-em-mato-grosso-do-sul/,,MT;MS;GO;SP
 ABSURDO! Investigação aponta que pacientes sem câncer receberam quimio sem necessidade em hospital gerido por OS ,18/02/2019," Auditoria do SUS aponta fraudes no procedimento para favorecimento da organização social Congregação Santa Catarina, em Hospital do Mato Grosso",https://www.ataqueaoscofrespublicos.com/noticias/absurdo-investigacao-aponta-que-pacientes-sem-cancer-receberam-quimio-sem-necessidade-em-hospital-gerido-por-os/,,MT
" Com OS ficha suja, UPA da ZN abre as portas com atraso de mais de 3 anos ",18/02/2019,"Unidade deveria estar pronta em 2015 e não resistiu à primeira forte chuva de 2019. Vários espaços ficaram alagados na última tempestade, no dia 3/2.",https://www.ataqueaoscofrespublicos.com/noticias/com-os-ficha-suja-upa-da-zn-abre-as-portas-com-atraso-de-mais-de-3-anos/,,SP;SC;PE;RJ
" Mesmo dando calote nos trabalhadores das Usafas, OS Pró-Vida tem aval da Prefeitura para continuar por até 5 anos ",15/02/2019,Trabalhadores estão sem receber o salário de fevereiro e amargam 5 meses de atraso em benefícios,https://www.ataqueaoscofrespublicos.com/noticias/mesmo-dando-calote-nos-trabalhadores-das-usafas-os-pro-vida-tem-aval-da-prefeitura-para-continuar-por-ate-5-anos/,,
 FUABC e a terceirização: lucro acima da segurança ,15/02/2019,"Por anos embolsando dinheiro público, a OS não fez o que era preciso para garantir o AVCB do Corpo de Bombeiros. ",https://www.ataqueaoscofrespublicos.com/noticias/fuabc-e-a-terceirizacao-lucro-acima-da-seguranca/,,
 Novo esquema de corrupção envolvendo OS e ortopedistas termina com duas prisões ,14/02/2019,Operação Fratura Exposta foi deflagrada na manhã desta quinta (14),https://www.ataqueaoscofrespublicos.com/noticias/novo-esquema-de-corrupcao-envolvendo-os-e-ortopedistas-termina-com-duas-prisoes/,Operação Fratura Exposta,CE
 Ex-diretor de hospital terceirizado desviava imposto de renda dos funcionários ,13/02/2019,"Segundo Ministério Público de Pernambuco, os empregados da OS Imipi, gestora do hospital Miguel Arraes, foram lesados",https://www.ataqueaoscofrespublicos.com/noticias/ex-diretor-de-hospital-terceirizado-desviava-imposto-de-renda-dos-funcionarios/,,PE
 Crise na Saúde de Osasco alerta para o retrocesso das OS ,12/02/2019,Mau atendimento motivou prefeitura de Osasco afastar Organização Social do Hospital Antonio Giglio,https://www.ataqueaoscofrespublicos.com/noticias/crise-na-saude-de-osasco-alerta-para-o-retrocesso-das-os/,,SP;PE;SC
" Pais de alunos, servidores e Tribunal de Contas barram terceirização de creches ",12/02/2019,Famílias denunciaram os riscos de queda na qualidade em Arujá (SP) e Prefeitura desistiu de chamar OSCs para gerenciar as unidades de Educação Infantil,https://www.ataqueaoscofrespublicos.com/noticias/pais-de-alunos-servidores-e-tribunal-de-contas-barram-terceirizacao-de-creches/,,SP
 Diálogo entre secretários vaza e aponta acordo para fraudar licitação em hospital ,11/02/2019,"Em um dos trechos da gravação, os envolvidos estariam conversando sobre uma forma de beneficiar o suposto empresário na licitação para serviços em hospital terceirizado",https://www.ataqueaoscofrespublicos.com/noticias/dialogo-entre-secretarios-vaza-e-aponta-acordo-para-fraudar-licitacao-em-hospital/,Operação Calvário,PB
 MP instaura inquérito civil para apurar denúncias contra presidente do Conselho de Saúde ,11/02/2019,"Alegando existência de vínculo econômico com o Governo, conselheiro pediu oficialmente providências dos demais integrantes para destituição imediata de Luiz Antonio Silva  ",https://www.ataqueaoscofrespublicos.com/noticias/mp-instaura-inquerito-civil-para-apurar-denuncias-contra-presidente-do-conselho-de-saude/,,
 As OSs em Campinas: “plano previa propina para compensar falta de receitas em eleições” ,08/02/2019,"Segundo declaração de Daniel Câmara à Comissão Processante da Câmara, proposta discutida entre ele, ex-servidor municipal e advogado, previa a devolução mensal de R$ 400 mil para a Prefeitura. ",https://www.ataqueaoscofrespublicos.com/noticias/as-oss-em-campinas-plano-previa-propina-para-compensar-falta-de-receitas-em-eleicoes/,Operação Ouro Verde,SP
 Suspensos repasses para OS por irregularidades na gestão terceirizada de hospital em MT ,08/02/2019,"Além das fraudes contratuais, o MPE apontou a suspeita de que a OS praticasse preços acima do mercado no Hospital Regional de Rondonópolis.",https://www.ataqueaoscofrespublicos.com/noticias/suspensos-repasses-para-os-por-irregularidades-na-gestao-terceirizada-de-hospital-em-mt/,,MT
" MP investiga OS que recebia R$ 4,2 milhões/mês para gerir hospital em Mato Grosso ",07/02/2019,"Instituto Gerir já havia causado problemas no passado, foi alvo de intervenção e voltou a ter carta branca para atuar no Hospital de Sinop",https://www.ataqueaoscofrespublicos.com/noticias/mp-investiga-os-que-recebia-r-42-milhoesmes-para-gerir-hospital-em-mato-grosso/,,MT;GO;SP
 Prefeitura de SP banca viagens de executivos de OS que comanda Teatro Municipal ,07/02/2019,"Gestores contratados da Organização Social Instituto Odeon moram no Rio e viajam com verbas públicas para trabalhar, mostram documentos",https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-sp-banca-viagens-de-executivos-de-os-que-comanda-teatro-municipal/,,SP;CE
 TCE manda governador de Pernambuco abrir o olho com OSs ,06/02/2019,"Aviso ocorre após a OS Fundação IMIP ser alvo de investigação que apura desvio de R$ 2,2 milhões do Hospital Miguel Arraes, onde a entidade atuava como gestora",https://www.ataqueaoscofrespublicos.com/noticias/tce-manda-governador-de-pernambuco-abrir-o-olho-com-oss/,,PE
 Médicos quarteirizados do Hospital de Osasco estão paralisados por não receberem desde dezembro ,06/02/2019,Sindicato dos Médicos tem denunciado a crise que toma conta do Hospital que é referência e foi terceirizado de forma irresponsável pela Prefeitura,https://www.ataqueaoscofrespublicos.com/noticias/medicos-quarteirizados-do-hospital-de-osasco-estao-paralisados-por-nao-receberem-desde-dezembro/,,SP
" Após péssimas experiências com terceirização na Saúde, Guarujá anuncia entrega do PS de VC para OS ",06/02/2019,"Retrospecto das OSs na Cidade é o pior possível para a população, para os trabalhadores e para os cofres públicos",https://www.ataqueaoscofrespublicos.com/noticias/apos-pessimas-experiencias-com-terceirizacao-na-saude-guaruja-anuncia-entrega-do-ps-de-vc-para-os/,,
" Fraude no Hospital Albert Schweitzer, no Rio, superfaturou contas em cerca de 550%, diz MP ",05/02/2019,OS contratada para administrar a unidade e várias UPAS é investigada por desviar dinheiro da saúde em várias cidades do país. Pagamento de propina era feito até em caixas de vinho.,https://www.ataqueaoscofrespublicos.com/noticias/fraude-no-hospital-albert-schweitzer-no-rio-superfaturou-contas-em-cerca-de-550-diz-mp/,Operação Calvário,RS;RJ;PB;SC
 São Vicente aposta no erro e entrega antigo Crei para OS ,04/02/2019,"Município paulista já teve problemas com terceirizações de serviços; apesar das péssimas experiências do modelo de gestão no país afora, o prefeito Pedro Gouvêa, entregará principal unidade de saúde à lógica do lucro",https://www.ataqueaoscofrespublicos.com/noticias/sao-vicente-aposta-no-erro-e-entrega-antigo-crei-para-os/,,ES
" Organização Social desviou R$ 2,2 milhões de Hospital, diz MP de Pernambuco ",30/01/2019,"Hospital Miguel Arraes, em Pernambuco, foi lesado pela OS Fundação IMIP, segundo apontam as investigações",https://www.ataqueaoscofrespublicos.com/noticias/organizacao-social-desviou-r-22-milhoes-de-hospital-diz-mp-de-pernambuco/,,PE
 Terceirização da Saúde: MP da Bahia denuncia 11 pessoas por organização criminosa ,30/01/2019,"A estimativa é que tenham sido superfaturados R$ 71,6 milhões da Saúde pública",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-da-saude-mp-da-bahia-denuncia-11-pessoas-por-organizacao-criminosa/,Operação Pityocampa”,BA
 PS gerido por instituto privado é acusado de negligência em Arujá (SP) ,29/01/2019,Idosa morreu no Pronto Atendimento em circunstâncias bastante suspeitas; seus estado de saúde se complicou devido a falta de estrutura e de material básico,https://www.ataqueaoscofrespublicos.com/noticias/ps-gerido-por-instituto-privado-e-acusado-de-negligencia-em-aruja-sp/,,SP;PA
 Prefeito de Bragança Paulista acusa ABBC e fala em “bandidagem” na saúde ,29/01/2019,Ele diz que CEI sobre as irregularidades da OS foi enterrada por vereadores que não tiveram coragem de enfrentar o poder econômico da OS,https://www.ataqueaoscofrespublicos.com/noticias/prefeito-de-braganca-paulista-acusa-abbc-e-fala-em-bandidagem-na-saude/,,SP
 Hospitais terceirizados por OS sofrem intervenção na Paraíba ,29/01/2019,"MP aciona Justiça e cobra da Cruz Vermelha ressarcimento de R$ 4,8 milhões aos cofres da PB ",https://www.ataqueaoscofrespublicos.com/noticias/hospitais-terceirizados-por-os-sofrem-intervencao-na-paraiba/,,PB;RJ
 Índice de insatisfação cresce mais ainda na UPA Central terceirizada pela Prefeitura ,28/01/2019,"O prefeito de Santos Paulo Alexandre (PSDB) decidiu replicar esse mesmo modelo de gestão fracassado, caro e que fere os direitos dos trabalhadores, na futura UPA da ZN, cujo atendimento começa no mês que vem. ",https://www.ataqueaoscofrespublicos.com/noticias/indice-de-insatisfacao-cresce-mais-ainda-na-upa-central-terceirizada-pela-prefeitura/,,
 PF apreende R$ 55 mil em escritório de OS suspeita de desviar R$ 7 milhões ,28/01/2019,"Instituto Brasileiro de Gestão Hospitalar (IBGH), que atua em Araguaína (TO) é investigado por diversas irregularidades na Saúde ",https://www.ataqueaoscofrespublicos.com/noticias/pf-apreende-r-55-mil-em-escritorio-de-os-suspeita-de-desviar-r-7-milhoes/,Operação Dejavu,GO;TO;DF
 Conheça o histórico problemático da OS selecionada para UPA da ZN ,21/01/2019,"Conflitos, irregularidades e outras intercorrências negativas marcam o passado desta que é a entidade privada que mais ganha dinheiro com a saúde pública no Estado de São Paulo",https://www.ataqueaoscofrespublicos.com/noticias/conheca-o-historico-problematico-da-os-selecionada-para-upa-da-zn/,,RJ;SP;SC
 Governo decreta intervenção no Hospital Regional de Sinop ,17/01/2019,"Entre outras irregularidades, a OS Instituto Gerir não realizou a retenção mensal do percentual mínimo de 3% dos repasses, para manter garantias de equilíbrio financeiro e administrativo no Hospital.",https://www.ataqueaoscofrespublicos.com/noticias/governo-decreta-intervencao-no-hospital-regional-de-sinop/,,MT
 Falta de energia e calor insuportável revoltam pacientes de hospital e unidade de nefrologia em PG ,16/01/2019,"O Hospital Irmã Dulce, em Praia Grande, ficou sem energia das 6h às 10h, provocando transtornos na UTI de neonatal; no equipamento e também na unidade de Nefrologia pacientes estão sem ar condicionado há semanas",https://www.ataqueaoscofrespublicos.com/noticias/falta-de-energia-e-calor-insuportavel-revoltam-pacientes-de-hospital-e-unidade-de-nefrologia-em-pg/,,
 OSs que nem atuam mais na Baixada Santista continuam sendo condenadas ,16/01/2019,"Entidades privadas que se beneficiaram de contratos polpudos há mais de 8 anos recebem até hoje condenações do TCE. Muitas já mudaram de nome ou deixaram de atuar, o que aumenta as chances do dinheiro mal utilizado nunca mais voltar aos cofres públicos. ",https://www.ataqueaoscofrespublicos.com/noticias/oss-que-nem-atuam-mais-na-baixada-santista-continuam-sendo-condenadas/,,SP
 Prefeitura de Santos seleciona OS ficha suja para gerir a UPA da Zona Noroeste ,14/01/2019,"SPDM é a OS mais poderosa em atividade. Lidera as 10 maiores em volume financeiro contratado e faturou R$ 5,8 bi só em contratos com o Governo do Estado",https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-santos-seleciona-os-ficha-suja-para-gerir-upa-da-zona-noroeste/,,RJ;SP;SC
" UOL: Cidades driblam lei, terceirizam saúde e organizações faturam bilhões ",10/01/2019,"Como mostra a reportagem especial, o resultado desse processo é aprofundamento da precarização das condições de trabalho para os profissionais, baixa qualidade na assistência à população e muito dinheiro para quem sabe lucrar com o caos",https://www.ataqueaoscofrespublicos.com/noticias/uol-cidades-driblam-lei-terceirizam-saude-e-organizacoes-faturam-bilhoes/,,PE;SP
" MP responsabiliza OS, presidente da entidade, e ex-gestor por improbidade em Goiás ",09/01/2019,Organização social manteve condenado por improbidade em alto cargo executivo a frente do serviço custeado com dinheiro público ,https://www.ataqueaoscofrespublicos.com/noticias/mp-responsabiliza-os-presidente-da-entidade-e-ex-gestor-por-improbidade-em-goias/,,GO;DF
